policy_number,incident_date,incident_type,collision_type,incident_severity,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
179987,1/11/19 8:47,Multi-vehicle Collision,Front Collision,Total Loss,52913,5359,5220,41723,N
725529,8/7/19 7:44,Multi-vehicle Collision,Side Collision,Minor Damage,65824,6650,6596,53369,N
542004,9/7/22 21:10,Single Vehicle Collision,Front Collision,Major Damage,53343,5430,5418,42768,N
509928,2/16/18 21:16,Parked Car,?,Trivial Damage,5362,581,613,4288,N
501332,2/16/21 9:35,Multi-vehicle Collision,Side Collision,Total Loss,54012,9928,0,44209,N
403049,6/11/24 13:26,Multi-vehicle Collision,Side Collision,Total Loss,64271,5299,10511,48487,N
991248,6/16/21 13:48,Single Vehicle Collision,Rear Collision,Minor Damage,62200,6906,6885,48233,N
990160,5/14/16 3:55,Multi-vehicle Collision,Front Collision,Major Damage,65304,11847,11851,42064,
622609,12/25/22 13:30,Single Vehicle Collision,Rear Collision,Minor Damage,83357,7464,7452,67566,Y
872297,12/20/23 1:03,Multi-vehicle Collision,Front Collision,Major Damage,63883,5746,11507,45791,N
396769,7/15/17 13:41,Single Vehicle Collision,Side Collision,Minor Damage,100582,16819,17057,67385,N
814374,9/10/17 16:44,Single Vehicle Collision,Front Collision,Total Loss,54441,5549,11058,38635,N
799612,9/30/16 11:56,Multi-vehicle Collision,Rear Collision,Minor Damage,65530,6036,11821,48601,
511680,11/6/22 10:44,Single Vehicle Collision,Side Collision,Total Loss,90109,16549,16428,57656,N
369120,8/22/19 7:12,Single Vehicle Collision,Side Collision,Total Loss,56464,14191,0,42059,N
271139,6/28/22 3:00,Parked Car,?,Trivial Damage,4888,497,1008,3483,Y
260271,8/8/16 21:34,Multi-vehicle Collision,Rear Collision,Total Loss,80231,14507,7102,57668,
388880,8/15/19 8:00,Multi-vehicle Collision,Rear Collision,Minor Damage,53292,5377,5386,42997,Y
417521,1/2/17 4:47,Multi-vehicle Collision,Side Collision,Major Damage,51829,9380,4687,37288,Y
886312,1/30/17 18:19,Single Vehicle Collision,Rear Collision,Major Damage,54696,4511,9137,41080,Y
267585,1/17/23 4:54,Single Vehicle Collision,Side Collision,Major Damage,94838,9666,9475,74982,N
319319,1/28/18 17:28,Single Vehicle Collision,Side Collision,Major Damage,76997,6961,14075,55059,N
994619,2/2/22 4:08,Multi-vehicle Collision,Front Collision,Major Damage,64732,11795,12016,41556,Y
426866,12/17/17 22:16,Parked Car,?,Minor Damage,3911,331,644,2957,N
113470,11/29/23 3:27,Multi-vehicle Collision,Side Collision,Total Loss,56759,6253,6279,44929,N
374150,12/27/16 23:23,Multi-vehicle Collision,Side Collision,Minor Damage,61328,6079,6124,49182,N
107685,8/18/21 23:19,Single Vehicle Collision,Rear Collision,Total Loss,54830,9843,10091,34695,Y
886844,11/24/20 2:27,Single Vehicle Collision,Rear Collision,Major Damage,54974,4512,9037,40791,Y
514027,5/4/22 2:07,Single Vehicle Collision,Front Collision,Total Loss,85377,15502,15536,54497,N
890295,4/22/23 23:54,Single Vehicle Collision,Front Collision,Total Loss,60205,13468,6821,41217,N
261690,11/11/17 8:28,Parked Car,?,Trivial Damage,101,10,20,71,N
180071,8/6/18 5:20,Parked Car,?,Trivial Damage,5874,586,603,4836,N
892592,8/3/20 22:31,Single Vehicle Collision,Front Collision,Minor Damage,38211,3561,3570,31662,N
189144,4/20/19 23:45,Multi-vehicle Collision,Rear Collision,Total Loss,58592,5396,10638,42455,N
989340,3/12/22 3:23,Single Vehicle Collision,Rear Collision,Total Loss,55784,4709,9497,42875,Y
829421,4/19/23 3:57,Parked Car,?,Minor Damage,8833,859,1772,6156,N
188260,12/13/16 8:16,Single Vehicle Collision,Rear Collision,Major Damage,108866,18455,17986,72583,N
735019,6/23/21 21:21,Multi-vehicle Collision,Rear Collision,Minor Damage,48685,4295,4291,38817,N
548893,6/24/20 12:46,Vehicle Theft,?,Minor Damage,5184,856,864,3455,N
754614,8/19/16 16:44,Multi-vehicle Collision,Rear Collision,Minor Damage,59681,10691,5279,43367,
150208,1/19/23 23:47,Multi-vehicle Collision,Side Collision,Minor Damage,45261,8134,4147,31698,N
663831,1/22/18 19:21,Multi-vehicle Collision,Side Collision,Major Damage,67050,5513,11051,50122,Y
474877,5/19/16 0:58,Single Vehicle Collision,Side Collision,Minor Damage,47974,3988,7976,36250,
264021,3/25/19 20:45,Single Vehicle Collision,Side Collision,Major Damage,96244,9460,9531,76681,N
714971,4/24/22 8:02,Vehicle Theft,?,Minor Damage,3746,678,676,2379,N
220057,4/26/18 12:12,Parked Car,?,Minor Damage,6393,586,1185,4717,Y
651818,12/8/19 23:32,Single Vehicle Collision,Rear Collision,Minor Damage,79383,16007,15746,47441,N
241976,6/7/23 23:26,Multi-vehicle Collision,Rear Collision,Minor Damage,97208,13892,20721,61486,N
125315,1/13/23 17:18,Multi-vehicle Collision,Side Collision,Major Damage,50938,10191,5029,35842,N
560255,6/29/17 13:08,Single Vehicle Collision,Front Collision,Total Loss,63224,10515,5271,47093,N
340354,3/6/20 2:38,Multi-vehicle Collision,Front Collision,Total Loss,29741,3252,3316,22916,N
940622,10/21/16 17:54,Multi-vehicle Collision,Side Collision,Major Damage,45872,0,5712,39722,
521111,6/5/24 15:18,Multi-vehicle Collision,Front Collision,Minor Damage,64392,10682,10786,43548,N
533410,10/30/21 10:13,Vehicle Theft,?,Minor Damage,4828,962,484,3392,N
653155,1/4/22 22:59,Single Vehicle Collision,Front Collision,Total Loss,78200,7187,14155,56973,N
177177,12/8/20 0:51,Multi-vehicle Collision,Front Collision,Total Loss,53291,5332,5219,42992,N
318808,8/14/22 20:19,Multi-vehicle Collision,Rear Collision,Total Loss,93499,17273,8517,69148,N
726791,1/13/24 10:15,Multi-vehicle Collision,Front Collision,Total Loss,68682,14972,7634,44719,N
217588,4/22/17 23:17,Single Vehicle Collision,Front Collision,Minor Damage,62652,11511,5631,45725,N
483469,1/19/21 4:25,Single Vehicle Collision,Rear Collision,Total Loss,56293,6481,6335,45154,N
418182,2/7/22 17:54,Multi-vehicle Collision,Rear Collision,Minor Damage,50397,5609,11312,33892,N
689458,4/27/19 22:57,Single Vehicle Collision,Front Collision,Minor Damage,64904,6956,7029,49121,N
514220,9/15/18 15:06,Multi-vehicle Collision,Front Collision,Minor Damage,65182,10602,10662,44027,N
224688,10/1/19 8:37,Single Vehicle Collision,Front Collision,Major Damage,64472,6395,6456,50221,Y
408404,8/1/21 13:19,Multi-vehicle Collision,Side Collision,Total Loss,64725,5364,10612,47448,N
942675,1/29/19 19:52,Multi-vehicle Collision,Rear Collision,Major Damage,44464,8163,4043,32296,Y
879425,12/28/18 10:23,Single Vehicle Collision,Rear Collision,Major Damage,53290,4533,8935,40464,Y
351024,12/31/22 19:58,Parked Car,?,Trivial Damage,4531,451,453,3587,N
454263,9/14/20 9:22,Single Vehicle Collision,Side Collision,Total Loss,51620,9400,4798,37521,N
255890,2/7/17 1:52,Single Vehicle Collision,Front Collision,Major Damage,77672,12475,12635,50545,Y
151552,8/22/21 2:34,Multi-vehicle Collision,Rear Collision,Major Damage,52717,5896,5863,40758,N
389055,8/31/18 23:58,Multi-vehicle Collision,Rear Collision,Minor Damage,53145,5305,5336,42977,Y
586526,4/20/23 13:23,Parked Car,?,Minor Damage,2636,485,479,1698,N
916551,1/18/16 11:19,Single Vehicle Collision,Front Collision,Major Damage,69790,14177,7047,48798,
837191,7/21/20 16:50,Single Vehicle Collision,Front Collision,Total Loss,55293,5542,11130,39583,N
989281,3/25/19 4:02,Multi-vehicle Collision,Front Collision,Major Damage,66136,11905,11910,42252,Y
759841,4/2/19 21:02,Multi-vehicle Collision,Rear Collision,Minor Damage,56377,9428,4872,43802,N
432599,11/14/19 14:20,Parked Car,?,Minor Damage,4006,331,657,3014,N
235818,10/3/16 15:11,Multi-vehicle Collision,Rear Collision,Minor Damage,95500,13553,20374,61978,
219110,5/20/23 3:59,Parked Car,?,Minor Damage,7190,811,1598,4743,N
517151,3/30/24 18:11,Single Vehicle Collision,Front Collision,Total Loss,84459,15321,15518,53198,N
498596,12/28/23 9:41,Multi-vehicle Collision,Side Collision,Total Loss,53967,9688,0,44669,N
827841,5/5/22 19:55,Parked Car,?,Minor Damage,8684,874,1734,6060,N
791690,5/18/24 4:14,Multi-vehicle Collision,Rear Collision,Minor Damage,65618,5868,11982,48322,N
182230,8/22/17 21:17,Parked Car,?,Trivial Damage,5917,586,594,4748,N
669447,1/1/20 7:40,Multi-vehicle Collision,Side Collision,Major Damage,66182,7551,7438,51813,Y
397899,7/13/17 19:53,Single Vehicle Collision,Front Collision,Major Damage,58514,5851,11569,41424,Y
657631,5/13/16 2:51,Multi-vehicle Collision,Front Collision,Minor Damage,67165,6594,13261,45817,
332753,3/15/19 1:35,Vehicle Theft,?,Trivial Damage,2661,222,442,1968,N
218214,7/26/19 19:51,Parked Car,?,Minor Damage,7183,776,1574,4709,N
309501,10/4/19 20:13,Multi-vehicle Collision,Rear Collision,Total Loss,93838,16995,8553,68420,N
177597,11/21/21 8:54,Multi-vehicle Collision,Front Collision,Total Loss,52173,5316,5325,42750,N
308427,3/5/21 2:52,Multi-vehicle Collision,Side Collision,Total Loss,59399,6552,13172,39554,Y
431922,1/6/20 21:25,Multi-vehicle Collision,Rear Collision,Major Damage,63904,12937,6440,44808,Y
330199,4/8/19 19:09,Single Vehicle Collision,Rear Collision,Major Damage,71204,12766,13052,45429,Y
863543,8/4/21 8:12,Single Vehicle Collision,Front Collision,Total Loss,81727,13409,6791,60185,N
735000,11/24/19 0:03,Multi-vehicle Collision,Front Collision,Minor Damage,84922,13922,14117,56344,N
214208,6/9/18 1:12,Multi-vehicle Collision,Front Collision,Major Damage,115381,17767,17472,78822,N
150475,10/12/18 2:27,Multi-vehicle Collision,Rear Collision,Major Damage,52695,5904,5783,40622,N
278970,6/11/23 11:02,Parked Car,?,Trivial Damage,4940,493,1011,3515,Y
598827,10/4/17 17:35,Multi-vehicle Collision,Rear Collision,Major Damage,60985,11335,11111,38114,Y
657609,11/19/18 1:42,Multi-vehicle Collision,Side Collision,Major Damage,56124,6185,6270,44099,Y
333240,5/27/21 0:33,Single Vehicle Collision,Side Collision,Major Damage,86126,17227,17282,52111,Y
670706,2/3/18 15:35,Multi-vehicle Collision,Side Collision,Major Damage,66109,7483,7370,52142,Y
136307,3/30/16 22:12,Vehicle Theft,?,Minor Damage,5473,1105,553,3823,
522611,8/27/21 7:58,Single Vehicle Collision,Rear Collision,Total Loss,76829,13725,6887,55238,N
501554,12/16/22 20:30,Single Vehicle Collision,Rear Collision,Total Loss,57740,6301,6410,44878,N
429219,10/11/21 6:24,Parked Car,?,Minor Damage,3927,331,658,2965,N
238345,8/31/18 7:15,Multi-vehicle Collision,Rear Collision,Minor Damage,97045,13712,20526,61472,N
948792,3/4/17 3:48,Multi-vehicle Collision,Rear Collision,Major Damage,45386,8288,4097,32539,Y
337450,1/15/23 2:44,Multi-vehicle Collision,Front Collision,Total Loss,29807,3320,3306,23343,N
811882,6/21/22 12:09,Multi-vehicle Collision,Rear Collision,Minor Damage,65268,5963,11927,48147,N
418526,12/16/17 12:49,Multi-vehicle Collision,Side Collision,Major Damage,51781,9303,4765,38155,Y
726358,7/20/22 10:02,Vehicle Theft,?,Trivial Damage,2681,302,302,2084,N
315640,6/27/17 10:58,Single Vehicle Collision,Rear Collision,Minor Damage,43937,5525,5580,33546,N
594120,7/23/22 4:55,Vehicle Theft,?,Trivial Damage,3834,645,639,2586,N
512820,5/11/21 8:21,Multi-vehicle Collision,Rear Collision,Major Damage,63636,6996,21237,35698,N
230134,11/25/21 21:34,Multi-vehicle Collision,Side Collision,Total Loss,75782,6990,13795,55393,N
605547,9/1/19 9:39,Multi-vehicle Collision,Rear Collision,Major Damage,60328,11013,11024,39541,Y
354327,4/7/16 5:46,Single Vehicle Collision,Side Collision,Minor Damage,86927,7972,23562,54338,
727042,3/21/24 0:06,Vehicle Theft,?,Minor Damage,3732,680,677,2379,N
309153,4/8/19 10:48,Multi-vehicle Collision,Side Collision,Total Loss,59968,6537,13349,40216,Y
539456,9/15/16 12:27,Vehicle Theft,?,Trivial Damage,7250,1292,676,5285,
367746,11/25/19 9:30,Multi-vehicle Collision,Rear Collision,Major Damage,77606,15774,15846,47066,N
684771,12/20/19 11:25,Multi-vehicle Collision,Side Collision,Major Damage,66606,5582,11153,49777,Y
118283,6/10/17 17:41,Single Vehicle Collision,Rear Collision,Total Loss,43566,8136,4006,31590,N
674110,11/10/20 12:25,Multi-vehicle Collision,Rear Collision,Minor Damage,54169,4923,9776,39017,N
686469,7/27/21 16:17,Multi-vehicle Collision,Side Collision,Total Loss,87314,13296,13506,58882,N
398023,4/21/21 20:11,Vehicle Theft,?,Trivial Damage,7016,1067,1070,4734,N
146770,4/30/17 23:34,Multi-vehicle Collision,Side Collision,Minor Damage,45585,8269,4110,32546,N
213217,5/23/19 9:14,Multi-vehicle Collision,Front Collision,Major Damage,114065,17912,17715,80025,N
999607,5/28/23 4:16,Multi-vehicle Collision,Side Collision,Major Damage,85480,12874,12997,58179,Y
551136,3/20/23 13:21,Single Vehicle Collision,Front Collision,Total Loss,62404,10581,5347,47454,N
683291,8/13/20 8:15,Multi-vehicle Collision,Side Collision,Total Loss,86350,13207,12917,59928,N
943382,10/5/17 1:56,Multi-vehicle Collision,Side Collision,Major Damage,45612,0,5641,39370,Y
497413,4/13/16 12:14,Single Vehicle Collision,Rear Collision,Total Loss,57455,6319,6390,44775,
932547,4/6/17 22:43,Single Vehicle Collision,Front Collision,Major Damage,74355,6840,13863,54695,Y
394983,11/13/21 0:15,Multi-vehicle Collision,Side Collision,Total Loss,81027,15643,7903,55435,N
322828,10/19/23 17:41,Single Vehicle Collision,Side Collision,Major Damage,77637,6974,14131,55967,N
675493,4/9/18 18:55,Multi-vehicle Collision,Front Collision,Minor Damage,67498,6691,13440,45708,Y
178650,2/13/17 16:43,Multi-vehicle Collision,Front Collision,Total Loss,51751,5246,5181,42398,N
588978,4/2/24 21:25,Parked Car,?,Minor Damage,2630,480,488,1688,N
733745,4/7/19 18:04,Multi-vehicle Collision,Front Collision,Total Loss,68998,15119,7518,45756,N
312439,6/10/18 19:00,Single Vehicle Collision,Rear Collision,Minor Damage,44579,5430,5526,33424,N
850459,10/1/19 16:58,Vehicle Theft,?,Trivial Damage,6505,607,1197,4858,N
581627,7/30/17 13:10,Parked Car,?,Minor Damage,2638,483,475,1681,N
266128,9/4/21 16:36,Parked Car,?,Trivial Damage,99,10,20,69,N
331241,5/4/16 1:29,Vehicle Theft,?,Trivial Damage,2655,221,442,2005,
923900,7/31/23 6:31,Single Vehicle Collision,Side Collision,Minor Damage,70226,7740,15487,45513,N
560929,6/12/18 21:10,Single Vehicle Collision,Front Collision,Total Loss,63892,10488,5179,47504,N
332019,11/3/23 17:10,Single Vehicle Collision,Rear Collision,Major Damage,66834,7453,7354,52196,Y
730588,7/3/23 18:04,Vehicle Theft,?,Trivial Damage,2695,296,297,2124,N
896254,10/6/23 3:39,Single Vehicle Collision,Rear Collision,Minor Damage,82557,7579,7506,67101,N
657029,1/16/20 15:30,Parked Car,?,Trivial Damage,5899,731,748,4561,N
832212,10/3/16 23:32,Single Vehicle Collision,Side Collision,Minor Damage,59601,6141,11886,41932,
208978,8/27/16 8:39,Single Vehicle Collision,Side Collision,Total Loss,60681,5499,11063,44557,
913940,6/9/18 9:34,Multi-vehicle Collision,Rear Collision,Minor Damage,51128,11990,7856,31544,N
286947,7/16/22 22:26,Parked Car,?,Trivial Damage,3859,355,347,3145,N
378767,7/8/23 15:07,Single Vehicle Collision,Side Collision,Major Damage,44891,4434,4417,35460,Y
719116,10/1/22 22:00,Multi-vehicle Collision,Rear Collision,Total Loss,61256,6720,6854,47076,N
353602,9/18/16 15:42,Single Vehicle Collision,Front Collision,Minor Damage,43026,0,5449,37632,
354329,7/30/19 15:48,Single Vehicle Collision,Front Collision,Minor Damage,43671,0,5382,37865,Y
400249,5/8/20 12:09,Vehicle Theft,?,Trivial Damage,6957,1085,1064,4837,N
330240,3/1/17 8:55,Single Vehicle Collision,Rear Collision,Major Damage,66624,7326,7392,51903,Y
184145,10/6/20 16:25,Single Vehicle Collision,Rear Collision,Major Damage,108944,17879,18156,72299,N
835881,7/22/17 4:32,Single Vehicle Collision,Rear Collision,Minor Damage,51143,14983,5113,29946,N
703491,4/8/20 4:50,Parked Car,?,Trivial Damage,5029,503,505,4018,N
417196,9/23/22 5:00,Multi-vehicle Collision,Side Collision,Major Damage,51935,9574,4639,38330,Y
288671,1/21/17 8:35,Single Vehicle Collision,Side Collision,Major Damage,63645,5661,11521,45669,N
256871,1/21/18 9:54,Single Vehicle Collision,Front Collision,Major Damage,76421,12807,12815,50951,Y
266847,4/23/17 16:00,Multi-vehicle Collision,Side Collision,Minor Damage,31538,3549,3530,24380,N
725761,10/8/23 14:10,Single Vehicle Collision,Rear Collision,Major Damage,58336,0,6520,51461,N
182217,2/3/23 6:32,Multi-vehicle Collision,Rear Collision,Minor Damage,46673,0,5228,41626,N
222372,7/9/20 3:53,Parked Car,?,Minor Damage,7265,782,1613,4805,N
827746,7/5/23 20:14,Vehicle Theft,?,Minor Damage,5425,500,510,4567,N
312180,10/19/16 15:44,Parked Car,?,Trivial Damage,6091,553,1099,4365,
377993,6/1/20 13:00,Parked Car,?,Minor Damage,6133,682,676,4800,Y
728313,2/15/22 18:11,Multi-vehicle Collision,Front Collision,Total Loss,69010,15202,7634,45584,N
738820,6/25/18 10:07,Multi-vehicle Collision,Side Collision,Major Damage,59875,9749,9835,39797,N
989093,1/16/23 12:11,Multi-vehicle Collision,Front Collision,Major Damage,64658,12164,11980,41406,Y
523328,6/6/20 10:02,Single Vehicle Collision,Front Collision,Total Loss,86049,15652,15651,54014,N
525231,6/4/23 11:50,Multi-vehicle Collision,Side Collision,Major Damage,69755,0,15597,54623,Y
447714,2/23/23 3:04,Parked Car,?,Minor Damage,8944,1467,1444,5974,N
885257,5/28/24 6:40,Single Vehicle Collision,Front Collision,Minor Damage,39186,3571,3484,31936,N
514642,1/14/20 13:21,Parked Car,?,Trivial Damage,5433,602,595,4193,N
457204,8/28/21 17:24,Single Vehicle Collision,Side Collision,Total Loss,51473,9519,4827,37347,N
528874,12/10/20 19:44,Multi-vehicle Collision,Front Collision,Major Damage,57635,0,6142,49965,N
979539,1/5/17 16:23,Vehicle Theft,?,Minor Damage,6900,1263,634,5025,N
949835,7/13/22 2:29,Multi-vehicle Collision,Side Collision,Total Loss,36890,6625,3335,26848,N
912652,11/11/19 19:27,Single Vehicle Collision,Front Collision,Major Damage,71122,14197,7008,49648,N
572353,8/8/21 20:53,Vehicle Theft,?,Trivial Damage,3847,648,637,2570,N
919850,9/20/17 2:27,Single Vehicle Collision,Front Collision,Minor Damage,56385,6220,6160,43473,N
328080,9/1/16 5:42,Multi-vehicle Collision,Side Collision,Minor Damage,47096,7814,7661,30745,
763833,3/25/18 2:43,Multi-vehicle Collision,Side Collision,Major Damage,49489,9780,4969,34849,N
218103,6/25/17 17:10,Multi-vehicle Collision,Front Collision,Major Damage,116393,17862,17371,80637,N
767751,3/4/20 0:28,Multi-vehicle Collision,Front Collision,Total Loss,65148,10653,5492,49800,N
117713,4/20/20 17:48,Single Vehicle Collision,Rear Collision,Total Loss,44515,8131,3958,32285,N
268131,3/12/19 23:26,Multi-vehicle Collision,Front Collision,Total Loss,77583,15328,7612,53827,N
753127,1/8/24 13:13,Multi-vehicle Collision,Rear Collision,Minor Damage,57036,9400,4830,42580,N
113664,2/21/19 11:16,Multi-vehicle Collision,Side Collision,Total Loss,57190,6324,6368,44423,N
928749,8/14/18 5:37,Single Vehicle Collision,Rear Collision,Major Damage,53795,5490,10898,37990,Y
566818,12/18/21 4:37,Multi-vehicle Collision,Side Collision,Minor Damage,34809,8585,4288,21360,N
381002,7/22/17 12:53,Parked Car,?,Minor Damage,6139,681,671,4801,Y
474038,1/21/22 16:15,Multi-vehicle Collision,Front Collision,Minor Damage,87524,15902,16217,56765,N
895757,9/23/17 22:25,Single Vehicle Collision,Front Collision,Minor Damage,38834,3534,3563,31654,N
142346,3/28/22 12:18,Vehicle Theft,?,Minor Damage,7077,1168,1177,4734,N
832839,2/14/23 1:42,Multi-vehicle Collision,Front Collision,Total Loss,69001,12634,6262,50405,N
